-11.6364	-5.22472	75.2709	
-14.3245	-5.31017	76.4986	
-14.6166	-4.96962	75.3054	
-11.2748	-4.8939	72.4514	
-13.7767	-4.71975	72.9029	
-16.4142	-5.02164	74.6563	
-28.9628	-27.7796	72.7643	
-28.8411	-12.7854	70.3376	
-16.6157	-49.4375	70.8849	
-11.5449	-50.9853	70.8382	
-10.598	-5.03162	70.2772	
-12.1214	-4.69874	70.2286	
-13.8469	-4.54008	69.6925	
-26.8366	-12.232	70.1191	
-30.6945	-28.7486	69.5662	
-16.2031	-4.60304	69.4102	
-28.078	-12.3229	68.56	
-22.5641	-28.0955	68.9258	
-32.9479	-29.2817	68.1791	
-15.0463	-4.4593	68.6717	
-4.42396	-27.3456	67.1602	
-27.1419	-28.2098	69.417	
-30.7403	-29.1749	67.0867	
-5.89214	-39.2122	68.3935	
-24.5105	-28.2243	67.6763	
-28.5848	-28.7854	67.1447	
-4.02628	-38.9618	66.4826	
-3.57092	-28.1027	66.003	
-23.6641	-28.3983	65.3383	
-25.456	-11.3218	65.1266	
-26.1674	-28.6907	65.385	
-6.34199	-38.8634	65.7909	
-4.59052	-38.9362	63.9071	
-23.7986	-28.5527	63.0798	
-8.67133	-38.813	63.0002	
-26.0243	-12.1598	60.5282	
-21.0542	-28.5781	61.7893	
-7.83144	-39.6656	61.2749	
-36.5157	1.58122	59.1054	
-23.882	-28.446	60.4183	
-35.7179	1.32761	56.8395	
-39.0534	1.52023	58.1847	
-29.6562	-42.707	57.5959	
-9.33759	35.3387	57.4794	
-37.6433	1.2872	56.967	
-41.3861	1.55534	57.4226	
-30.0902	-42.1518	55.9672	
-46.9374	-42.2757	55.6919	
-31.1293	-41.803	55.2447	
-7.78007	-52.4402	55.2991	
-3.45782	16.5426	52.9817	
-5.73984	-52.7436	54.4419	
-6.04778	-66.5781	54.822	
-27.4012	-41.5632	52.9524	
-2.08649	-52.8598	52.5388	
-4.49548	-52.6409	52.9529	
-8.0249	-52.2254	52.7113	
-5.97017	-34.8986	52.913	
-7.73295	-34.5615	51.5429	
-49.3664	-35.112	52.6137	
-6.63466	-52.4306	51.44	
-39.7033	-0.257156	50.869	
-45.5156	-8.94308	51.4734	
-53.5137	-34.4574	51.3091	
-2.95019	-34.5311	50.6944	
-47.0002	-34.8141	51.2232	
-4.4772	-52.3002	50.8148	
-8.48664	-52.0926	50.4494	
-8.63478	-64.7428	52.437	
-2.77816	15.8161	49.7978	
-36.8426	-0.015953	51.5065	
-5.03603	-34.452	50.819	
-0.936996	15.4339	49.0894	
-47.278	-8.5561	49.7999	
-43.6222	-35.2494	49.1012	
-6.10497	-52.1823	49.2894	
-1.24522	-1.86005	48.5642	
-40.2858	-35.7328	47.3618	
-42.1545	-35.4733	47.8208	
-2.82165	15.9524	47.626	
-42.4543	10.8142	46.6466	
-46.9001	11.058	46.6036	
-40.4902	-0.169678	47.518	
-44.4752	-34.8723	46.7019	
-14.4055	50.4445	45.6532	
0.24086	15.1286	45.9017	
-44.8521	11.0778	46.1816	
-6.55881	-1.08012	46.1475	
-50.7592	-23.1166	46.236	
-32.5417	-35.9784	46.5232	
-49.4164	11.0885	45.4547	
-48.1962	-9.05806	44.8848	
-48.1083	-23.8951	45.9082	
-34.7441	-35.783	45.5163	
-43.5718	10.9851	44.0565	
-38.9943	10.5235	44.2299	
-36.9493	-35.9045	44.3758	
-29.8849	36.2116	42.955	
-49.9817	-8.02108	42.2881	
-40.7109	-10.8234	43.526	
-41.9654	-10.5557	43.2253	
-57.3957	-18.7371	43.2958	
-44.1964	-24.3584	42.7607	
-39.2001	-35.7438	43.0713	
-37.3868	10.1737	42.7155	
-47.7792	10.8236	41.8164	
-43.9324	-10.3293	42.3059	
-55.4963	-18.8619	41.8879	
-37.5639	-35.9297	42.2595	
-38.9778	10.1033	42.0797	
-42.0471	-10.743	41.8631	
-59.434	-18.5163	41.155	
-42.9721	-24.233	41.0985	
-37.5799	9.04366	40.3075	
-55.5483	-4.05476	39.4661	
-54.2702	-18.9888	40.2666	
-57.4878	-18.6111	40.1336	
-45.0006	-23.3074	40.0673	
-39.5602	-30.5211	40.9832	
-35.1211	-35.5365	41.0415	
-37.1503	-35.6643	40.4303	
-60.2726	-18.6433	38.9574	
-43.1369	-23.6007	39.2835	
-4.49979	-45.6645	39.767	
-53.6932	-4.97618	37.919	
-53.7729	-18.9078	38.2214	
-56.2506	-18.7082	38.0179	
-62.5565	-19.1556	37.6226	
-6.29897	61.4478	37.495	
-58.6412	-18.6891	37.8344	
-60.3853	-19.0184	36.4904	
-7.97143	61.643	36.212	
-51.9137	-19.0307	37.2435	
-54.953	-18.8797	35.9863	
-49.9918	-19.1558	35.7055	
-48.8897	-65.2674	36.2936	
-2.77087	32.2004	34.1943	
-53.0585	13.1812	34.7393	
-52.5885	-18.9863	34.8766	
-63.0571	-19.7495	34.6708	
-11.4632	61.873	33.7331	
-50.5998	12.9587	33.4877	
-48.0133	-19.1562	33.9478	
-63.8814	-20.0687	32.2373	
-51.9877	12.7662	31.8145	
-50.4747	-48.7234	32.2214	
-14.5606	61.5249	31.4573	
-63.5995	-20.078	30.4723	
-13.6951	-72.4183	32.0703	
-43.2121	27.5822	29.96	
-56.3797	-21.1576	30.108	
-56.8101	-21.4765	28.3323	
-53.0809	-61.7383	27.9558	
-62.2126	-20.6629	27.1915	
-56.9097	-21.326	25.9094	
-40.8269	45.3528	25.4241	
-64.8676	-21.0113	26.5345	
-9.87849	68.8307	23.8052	
-49.5744	4.61856	24.0138	
-62.5447	-20.8092	24.5451	
-51.345	-60.9003	24.5453	
-14.7925	67.2639	22.9109	
-65.1949	-21.4509	22.9428	
-56.6357	-38.9271	23.1002	
-2.65316	-54.3073	23.9746	
-3.34606	-53.691	22.2355	
-15.8604	67.1432	21.0103	
-63.0058	-20.424	20.5481	
-57.9803	-39.1126	21.8276	
-60.4124	-53.7729	20.6633	
-41.2934	35.1369	20.5096	
-56.5755	18.8014	19.5793	
-58.0815	-19.5408	19.499	
-64.3327	-20.5073	19.0633	
-53.3567	-48.6512	19.0832	
-3.93055	70.72	17.6301	
-54.8086	18.7798	18.305	
-58.3809	18.3657	19.5484	
-61.1599	-53.9027	18.2822	
-2.05084	-65.0182	18.4227	
-57.2282	18.2749	17.4738	
-58.4833	-19.6255	17.3208	
-60.7779	-19.9728	17.2164	
-3.69773	-64.5665	17.6903	
-20.188	66.7844	16.8072	
-50.8836	19.0046	14.6887	
-52.9684	18.7637	16.191	
-49.2167	5.46793	17.0161	
-43.8761	-33.8646	16.115	
-54.1816	-48.7439	17.3319	
-55.802	18.2897	15.3193	
-54.6779	-18.5793	15.1138	
-57.1724	-19.3588	15.5448	
-33.0666	60.5306	15.1959	
-53.1635	18.5634	14.0852	
-1.47871	-28.0755	13.6605	
-35.2834	60.3287	12.6991	
-55.5997	18.0699	12.7236	
-50.7839	5.59893	13.7239	
-57.0464	-9.37553	13.1728	
-57.2696	-19.3144	13.9231	
-12.0569	-33.3728	13.2761	
-25.1884	-48.1081	13.9939	
-32.4434	60.2911	12.3021	
-3.03213	51.9906	11.9179	
-53.312	18.4357	12.5232	
-52.8685	-9.82672	12.8062	
-34.6897	60.8679	10.3746	
-1.00038	51.5571	11.6458	
-48.4116	19.2655	10.9852	
-15.8017	-35.596	11.0483	
-25.8546	-48.2704	11.376	
-41.6195	19.224	10.2919	
-17.3053	-35.9685	9.58565	
-42.5709	18.7845	9.16932	
-15.1951	-35.4578	9.17329	
-19.1632	-36.3211	9.41832	
-26.3001	-48.3594	8.74955	
-9.99906	-79.2956	9.37981	
-1.9678	-62.242	8.09308	
-35.8392	60.7219	7.76257	
-38.0756	4.54955	7.48462	
-25.2376	-48.4007	7.29447	
-28.2471	-47.9921	7.60936	
-1.78186	50.7873	7.04582	
-46.6022	46.8081	6.19308	
-7.81982	-38.324	5.82898	
-27.0298	-48.1314	5.60507	
-0.67923	50.247	5.7176	
-2.44528	50.6545	5.174	
-4.39349	50.6627	4.9885	
-15.9508	-36.5728	4.79782	
-24.6275	-48.1382	5.6783	
-52.6199	-55.9388	5.28986	
-25.4086	-47.9879	3.98522	
-53.7985	-56.8614	3.79908	
-0.778229	50.1691	3.5583	
-47.7644	46.8734	3.71054	
-46.1109	16.4357	2.70839	
-60.3742	-38.7247	2.9546	
-26.7713	-47.7383	2.94771	
-46.9086	16.3638	2.06007	
-54.6601	16.0887	2.36752	
-56.7121	-28.6286	1.47987	
-59.9087	-38.2312	1.87979	
-47.599	16.1312	1.31466	
-54.2809	-28.692	0.808113	
-59.265	-28.2356	1.39867	
-18.4642	-36.4386	0.607689	
-2.21561	-88.7751	1.92941	
-47.589	46.8095	0.606972	
-37.1357	17.1338	0.610138	
-52.2408	-28.6542	0.063156	
-55.6733	-28.2256	-0.515785	
-57.5539	-28.0912	0.039993	
-0.977539	-88.4417	0.188438	
-55.0217	-2.75188	-0.435272	
-52.5846	17.0011	-1.79805	
-53.5824	-28.0039	-1.7209	
