156	1018	21273	
156	21273	7817	
156	7817	7644	
1018	2175	8016	
7644	20614	7645	
7645	20614	20616	
7645	20616	20804	
158	20788	2173	
158	2173	8011	
158	8011	8103	
158	8103	2196	
158	2196	21030	
158	21030	20788	
2173	7809	8011	
2196	8103	8192	
2196	8192	8191	
2196	8191	8102	
2196	8102	21140	
2196	21140	21030	
8011	8104	8103	
8103	8104	8193	
8103	8193	8192	
159	998	7669	
159	7669	7749	
159	7749	21279	
159	21279	21375	
159	21375	21280	
159	21280	998	
998	21280	7671	
998	7671	7474	
998	7474	7573	
998	7573	7669	
7749	21074	21279	
21279	21591	21375	
21375	21591	21709	
21375	21709	21710	
161	7711	2160	
161	2160	21005	
161	21005	21225	
161	21225	21224	
161	21224	21307	
161	21307	2171	
161	2171	7711	
2171	21222	7618	
2171	7618	7711	
21224	21225	21532	
162	21032	2186	
162	2186	167	
162	167	8104	
162	8104	7809	
162	7809	21032	
167	8274	1095	
167	1095	8275	
167	8275	8104	
163	160	157	
163	157	20987	
163	20987	2180	
163	2180	2216	
163	2216	8228	
163	8228	2230	
163	2230	1055	
163	1055	168	
163	168	1039	
163	1039	160	
168	2278	2258	
168	2258	21509	
168	21509	1039	
1039	21509	21294	
2180	2181	2216	
2216	3931	8230	
2216	8230	8228	
2230	8228	2240	
164	7875	1026	
164	1026	2182	
164	2182	21093	
164	21093	169	
164	169	1070	
164	1070	8058	
164	8058	7875	
169	8244	8324	
169	8324	1070	
1026	7875	7701	
1026	7701	2182	
2182	20996	21094	
2182	21094	21093	
7875	8058	7959	
165	3841	1027	
165	1027	166	
165	166	21411	
165	21411	8067	
165	8067	2169	
165	2169	20879	
165	20879	20880	
165	20880	3841	
166	1027	21529	
166	21529	21411	
1027	3841	8066	
3841	20880	7421	
3841	7421	7709	
3841	3869	8066	
8067	21411	21530	
170	2208	21217	
170	21217	8068	
170	8068	3988	
170	3988	179	
170	179	2283	
170	2283	2245	
170	2245	2208	
179	3988	22014	
179	22014	22012	
179	22012	2283	
2208	2245	21301	
2208	20881	21217	
2245	2283	21773	
2245	21773	2264	
8068	21217	21000	
8068	21000	8070	
171	8019	21364	
171	21364	8371	
171	8371	8370	
171	8370	2252	
171	2252	8116	
171	8116	2214	
171	2214	8019	
8019	21171	21364	
8370	8371	8536	
8371	8534	8536	
172	8119	8020	
172	8020	3927	
172	3927	178	
172	178	181	
172	181	177	
172	177	8119	
177	187	8375	
177	8118	8119	
178	2225	21486	
3927	8020	8119	
3927	8119	3952	
3927	3952	21485	
173	2239	21392	
173	21392	2229	
173	2229	21509	
173	21509	182	
173	182	2277	
173	2277	2239	
182	8764	193	
182	193	2277	
2229	21392	21294	
2229	21294	21509	
2239	2277	4008	
174	2230	2240	
174	2240	2279	
174	2279	8566	
174	8566	21870	
174	21870	2278	
174	2278	168	
174	168	1055	
174	1055	2230	
2279	8567	8566	
175	21407	21408	
175	21408	8329	
175	8329	190	
175	190	2323	
175	2323	21894	
175	21894	21528	
175	21528	21407	
2323	4123	4069	
2323	4069	21894	
8329	21897	8582	
176	8437	1074	
176	1074	2235	
176	2235	21925	
176	21925	2331	
176	2331	1118	
176	1118	8437	
1074	21346	2235	
1118	8824	8437	
2235	21346	21139	
2235	21139	21140	
2235	21140	8102	
2331	21925	21926	
2331	21926	22147	
180	8498	21536	
180	21536	21639	
180	21639	21640	
180	21640	184	
180	184	1130	
180	1130	8498	
184	21640	21638	
184	21638	22111	
184	22111	1130	
1130	8698	8591	
1130	8591	8498	
183	21509	2258	
183	2258	2278	
183	2278	21870	
183	21870	8565	
183	8565	8765	
183	8765	8764	
183	8764	182	
183	182	21509	
8565	21870	8566	
8764	8765	9010	
185	8352	8439	
185	8439	8615	
185	8615	8614	
185	8614	8352	
8352	21461	8439	
8439	21461	21462	
8439	8616	8615	
8615	8616	8722	
8615	8722	8826	
186	8741	2273	
186	2273	187	
186	187	195	
186	195	22291	
186	22291	22290	
186	22290	22182	
186	22182	8741	
2273	8741	8742	
2273	8742	4027	
2273	4027	8375	
8741	22182	8856	
8741	8856	8976	
8741	8976	8742	
22290	22291	22561	
188	21709	2292	
188	2292	2313	
188	2313	4090	
188	4090	4007	
188	4007	8384	
188	8384	4056	
188	4056	4029	
188	4029	21709	
2313	2342	22188	
2313	22188	4115	
2313	4115	4090	
4007	4090	4115	
4007	4115	4091	
4007	4091	21708	
4007	21708	8215	
4007	8215	8384	
4029	4056	8384	
4029	8384	21710	
4029	21710	21709	
189	21890	22097	
189	22097	22340	
189	22340	22341	
189	22341	1142	
189	1142	8579	
189	8579	8404	
189	8404	2262	
189	2262	21890	
1142	22341	22464	
1142	22464	2346	
1142	2346	8579	
2262	8404	8237	
2262	21518	21623	
2262	21623	21890	
22097	22227	22340	
22340	22768	22341	
22341	22768	22464	
191	187	177	
191	177	181	
191	181	2341	
191	2341	2383	
191	2383	198	
191	198	195	
191	195	187	
187	2273	8375	
198	9240	9361	
2341	8545	8860	
2341	8860	2383	
192	8475	2277	
192	2277	193	
192	193	201	
192	201	4119	
192	4119	4094	
192	4094	22205	
192	22205	22207	
192	22207	8664	
192	8664	8475	
193	8764	201	
201	22595	4119	
4094	4119	8664	
4094	8664	22207	
4119	22595	22314	
4119	8475	8664	
22205	22313	22312	
22205	22312	22207	
194	21816	21936	
194	21936	2335	
194	2335	197	
194	197	204	
194	204	1119	
194	1119	21935	
194	21935	21815	
194	21815	21816	
197	2335	2358	
197	22671	2432	
204	1238	9342	
204	22156	1119	
196	2345	1124	
196	1124	2368	
196	2368	9277	
196	9277	9135	
196	9135	1165	
196	1165	2345	
1124	2345	2300	
1124	2300	8482	
1165	9135	9141	
9135	9277	9414	
9135	9414	9141	
9277	9415	9414	
199	4115	22188	
199	22188	22420	
199	22420	22298	
199	22298	4115	
4115	22298	22420	
200	8653	8654	
200	8654	22307	
200	22307	2418	
200	2418	22431	
200	22431	8653	
8653	22431	22078	
8653	8871	8654	
8654	8871	8873	
8654	8873	8874	
8654	8874	22307	
202	8896	22229	
202	22229	9023	
202	9023	8896	
203	1126	8696	
203	8696	1169	
203	1169	212	
203	212	1216	
203	1216	2350	
203	2350	1127	
203	1127	1126	
212	1169	9292	
212	1232	1216	
1127	2350	8495	
1127	8495	8417	
1127	8417	8492	
1169	8696	8785	
1216	1232	2424	
1216	8786	2350	
205	22163	22278	
205	22278	9213	
205	9213	9215	
205	9215	209	
205	209	22163	
209	9215	9487	
209	9487	9486	
209	9486	9214	
9213	22278	22533	
9213	9488	9215	
9215	9488	9487	
22278	22399	22533	
206	22291	195	
206	195	198	
206	198	9361	
206	9361	22291	
207	1138	22431	
207	22431	1195	
207	1195	9257	
207	9257	9121	
207	9121	22197	
207	22197	22198	
207	22198	1138	
1138	8652	22078	
1138	22078	22431	
1195	22431	2418	
9121	22196	22197	
9257	9384	9390	
208	204	197	
208	197	2432	
208	2432	221	
208	221	1238	
208	1238	204	
221	2432	22826	
221	9856	1238	
1238	9856	23102	
1238	23102	9342	
2432	22671	22826	
210	8856	22290	
210	22290	22561	
210	22561	9502	
210	9502	9359	
210	9359	9101	
210	9101	8856	
8856	22182	22290	
8856	9101	8978	
8856	9099	8976	
9101	9359	9358	
9359	9502	9756	
9502	9643	9756	
211	9025	22468	
211	22468	4179	
211	4179	214	
211	214	216	
211	216	2421	
211	2421	2406	
211	2406	9025	
214	1288	216	
216	1288	9787	
216	9787	2458	
216	2458	2440	
216	2440	2421	
2406	2421	9023	
2406	9023	22229	
2406	22229	9025	
4179	22468	22619	
4179	22619	22770	
4179	22770	22897	
9025	22469	22468	
22468	22469	22619	
213	9098	8977	
213	8977	215	
213	215	9360	
213	9360	9103	
213	9103	9098	
215	8977	2451	
215	9753	9360	
8977	9098	8978	
9098	22560	22976	
9103	9360	9239	
9360	9753	9758	
9360	9758	9644	
217	22617	22618	
217	22618	23040	
217	23040	1288	
217	1288	214	
217	214	4179	
217	4179	22617	
1288	23040	9788	
1288	9788	9901	
22618	23041	23040	
218	212	9292	
218	9292	224	
218	224	228	
218	228	223	
218	223	1247	
218	1247	1232	
218	1232	212	
223	23048	1247	
224	9292	9699	
219	2446	1202	
219	1202	9605	
219	9605	9610	
219	9610	9612	
219	9612	9609	
219	9609	9468	
219	9468	2446	
1202	9055	22652	
1202	22652	9190	
1202	9190	9192	
1202	9192	9605	
2446	9468	9189	
9605	9606	9610	
9610	9842	9720	
9610	9720	9612	
220	22915	22638	
220	22638	22912	
220	22912	23217	
220	23217	23216	
220	23216	9936	
220	9936	9824	
220	9824	22914	
220	22914	22915	
9936	10266	10162	
22914	22922	22915	
22915	22922	22918	
23217	23393	23391	
222	22869	22992	
222	22992	23326	
222	23326	23478	
222	23478	23144	
222	23144	22869	
22992	23327	23326	
23144	23478	23604	
23326	23327	23605	
23326	23605	23478	
225	9487	9488	
225	9488	230	
225	230	229	
225	229	9486	
225	9486	9487	
226	22687	22688	
226	22688	2500	
226	2500	238	
226	238	1355	
226	1355	9738	
226	9738	22687	
238	2500	23453	
1355	10498	10500	
2500	22688	23121	
2500	23121	23453	
22688	22689	23121	
227	9556	9684	
227	9684	9799	
227	9799	1321	
227	1321	23777	
227	23777	10140	
227	10140	1302	
227	1302	9556	
1302	10140	9905	
1321	9799	9791	
1321	9791	10023	
9684	9791	9799	
10140	23777	10243	
10140	10243	24035	
231	9488	2499	
231	2499	9982	
231	9982	23980	
231	23980	23979	
231	23979	230	
231	230	9488	
2499	9737	9982	
232	1288	9901	
232	9901	23639	
232	23639	1369	
232	1369	24028	
232	24028	10023	
232	10023	9787	
232	9787	1288	
1369	23639	23776	
1369	24029	24028	
24028	24029	24272	
233	23048	223	
233	223	228	
233	228	235	
233	235	23786	
233	23786	2509	
233	2509	23048	
235	24155	23786	
2509	23786	23648	
2509	23047	23048	
234	2490	23532	
234	23532	236	
234	236	10261	
234	10261	23931	
234	23931	23660	
234	23660	2510	
234	2510	2476	
234	2476	23215	
234	23215	2490	
2476	2510	2489	
2476	2489	23054	
2476	23054	22908	
2476	22908	23215	
2490	23215	22908	
2490	23533	23532	
10261	24061	23931	
237	1333	229	
237	229	230	
237	230	23979	
237	23979	23978	
237	23978	1376	
237	1376	1333	
1333	4344	4314	
1376	23978	24103	
1376	24103	24104	
239	9880	9999	
239	9999	242	
239	242	10525	
239	10525	1382	
239	1382	9880	
1382	10525	10526	
1382	10526	10209	
1382	10209	9880	
9999	10000	10419	
240	23779	10242	
240	10242	24148	
240	24148	245	
240	245	24033	
240	24033	2552	
240	2552	2507	
240	2507	23521	
240	23521	23779	
245	24148	24147	
245	24147	24033	
2507	2552	23778	
2507	23778	23376	
2507	23376	23378	
2507	23523	23521	
2552	23515	23778	
23521	23523	23645	
23521	23645	23779	
241	235	228	
241	228	1373	
241	1373	24046	
241	24046	24156	
241	24156	24155	
241	24155	235	
1373	24153	24046	
24046	24153	24156	
24155	24156	24289	
243	10206	10417	
243	10417	2606	
243	2606	10326	
243	10326	23746	
243	23746	23471	
243	23471	10001	
243	10001	10206	
2606	10417	10631	
2606	10631	10633	
2606	10630	10420	
2606	10420	10326	
10001	23471	23319	
10001	23599	10206	
10206	10210	10417	
244	23770	23771	
244	23771	248	
244	248	255	
244	255	254	
244	254	247	
